,date,unit_id,chalet_id,chalet_title,code,final_price,booking_count,rating,city,neighborhood
0,2022-08-27,13,12,شاليه دورين بمسبح بحاجز,100,730,6,7.0,الرياض,حي الرمال
1,2022-08-31,13,12,شاليه دورين بمسبح بحاجز,100,580,1,7.0,الرياض,حي الرمال
2,2022-09-01,13,12,شاليه دورين بمسبح بحاجز,100,960,1,7.0,الرياض,حي الرمال
3,2022-08-25,15,14,شاليه بجلسة تطل على نافوره مائيه,103,1000,6,6.6,الرياض,حي القيروان
4,2022-08-27,15,14,شاليه بجلسة تطل على نافوره مائيه,103,800,8,6.6,الرياض,حي القيروان
5,2022-08-31,15,14,شاليه بجلسة تطل على نافوره مائيه,103,800,5,6.6,الرياض,حي القيروان
6,2022-09-01,15,14,شاليه بجلسة تطل على نافوره مائيه,103,1000,5,6.6,الرياض,حي القيروان
7,2022-08-25,16,14,شاليه بمسبح خارجي,105,1200,6,6.6,الرياض,حي القيروان
8,2022-08-31,16,14,شاليه بمسبح خارجي,105,900,9,6.6,الرياض,حي القيروان
9,2022-09-01,16,14,شاليه بمسبح خارجي,105,1200,9,6.6,الرياض,حي القيروان
10,2022-08-25,17,14,شاليه بجلسة على المسبح,104,1600,6,6.6,الرياض,حي القيروان
11,2022-09-01,17,14,شاليه بجلسة على المسبح,104,1600,7,6.6,الرياض,حي القيروان
12,2022-08-31,18,14,شاليه بالعاب اطفال وجلسة خارجيه,107,1400,5,6.6,الرياض,حي القيروان
13,2022-09-01,18,14,شاليه بالعاب اطفال وجلسة خارجيه,107,1600,5,6.6,الرياض,حي القيروان
14,2022-08-27,20,17,شاليه بمجلس رئيسي,193,900,11,8.5,الرياض,حي الرمال
15,2022-08-31,20,17,شاليه بمجلس رئيسي,193,900,14,8.6,الرياض,حي الرمال
16,2022-09-01,20,17,شاليه بمجلس رئيسي,193,1200,14,8.6,الرياض,حي الرمال
17,2022-08-27,22,17,شاليه بمسبح وجلسة خارجية,194,900,12,8.5,الرياض,حي الرمال
18,2022-08-31,22,17,شاليه بمسبح وجلسة خارجية,194,900,8,8.6,الرياض,حي الرمال
19,2022-09-01,22,17,شاليه بمسبح وجلسة خارجية,194,1200,9,8.6,الرياض,حي الرمال
20,2022-08-27,24,20,شاليه بجلسة خارجية,700,1300,9,8.1,الرياض,حي الرمال
21,2022-08-31,26,20,شاليه بمسبح خارجي بحاجز ,701,1300,6,8.1,الرياض,حي الرمال
22,2022-09-01,26,20,شاليه بمسبح خارجي بحاجز ,701,1400,6,8.1,الرياض,حي الرمال
23,2022-08-27,27,21,شاليه بركن شواء وألعاب أطفال,200,585,1,8.1,الرياض,حي الرمال
24,2022-08-31,27,21,شاليه بركن شواء وألعاب أطفال,200,585,1,8.1,الرياض,حي الرمال
25,2022-08-25,41,21,شاليه بركن شواء وجلسة خارجية,202,720,5,8.1,الرياض,حي الرمال
26,2022-08-27,41,21,شاليه بركن شواء وجلسة خارجية,202,585,5,8.1,الرياض,حي الرمال
27,2022-09-01,41,21,شاليه بركن شواء وجلسة خارجية,202,680,1,8.1,الرياض,حي الرمال
28,2022-08-25,54,26,شاليه بمسبح ومسطح اخضر,108,1000,0,7.7,الرياض,حي الرمال
29,2022-08-31,54,26,شاليه بمسبح ومسطح اخضر,108,800,0,7.7,الرياض,حي الرمال
30,2022-09-01,54,26,شاليه بمسبح ومسطح اخضر,108,1000,0,7.7,الرياض,حي الرمال
31,2022-08-25,55,26,شاليه بمسطح اخضر ومسبح,113,1300,0,7.7,الرياض,حي الرمال
32,2022-08-27,55,26,شاليه بمسطح اخضر ومسبح,113,1300,0,7.7,الرياض,حي الرمال
33,2022-08-31,55,26,شاليه بمسطح اخضر ومسبح,113,1000,0,7.7,الرياض,حي الرمال
34,2022-08-25,56,26,شاليه بمسطح اخضر وجلسة خارجية,110,1300,0,7.7,الرياض,حي الرمال
35,2022-08-27,56,26,شاليه بمسطح اخضر وجلسة خارجية,110,1300,0,7.7,الرياض,حي الرمال
36,2022-08-31,56,26,شاليه بمسطح اخضر وجلسة خارجية,110,1000,0,7.7,الرياض,حي الرمال
37,2022-08-31,57,27,شاليه بجلسة خارجية على المسبح ,500,490,1,7.4,الرياض,حي الرمال
38,2022-08-25,58,27, بركن شواء ,501,590,0,7.4,الرياض,حي الرمال
39,2022-09-01,58,27, بركن شواء ,501,590,0,7.4,الرياض,حي الرمال
40,2022-08-25,59,20,شاليه بصالة سينما,702,1200,10,8.1,الرياض,حي الرمال
41,2022-08-27,59,20,شاليه بصالة سينما,702,900,10,8.1,الرياض,حي الرمال
42,2022-09-01,59,20,شاليه بصالة سينما,702,1200,11,8.1,الرياض,حي الرمال
43,2022-08-25,60,26,شاليه بصالة و جلسة خارجية,114,1000,0,7.7,الرياض,حي الرمال
44,2022-08-27,60,26,شاليه بصالة و جلسة خارجية,114,1000,0,7.7,الرياض,حي الرمال
45,2022-08-31,60,26,شاليه بصالة و جلسة خارجية,114,1000,0,7.7,الرياض,حي الرمال
46,2022-09-01,60,26,شاليه بصالة و جلسة خارجية,114,1000,0,7.7,الرياض,حي الرمال
47,2022-08-25,61,26,شاليه بصالة مطلة على المسبح ,112,900,0,7.7,الرياض,حي الرمال
48,2022-08-27,61,26,شاليه بصالة مطلة على المسبح ,112,800,0,7.7,الرياض,حي الرمال
49,2022-08-27,62,20,شاليه بألعاب أطفال,703,1300,10,8.1,الرياض,حي الرمال
50,2022-08-31,62,20,شاليه بألعاب أطفال,703,1300,8,8.1,الرياض,حي الرمال
51,2022-09-01,62,20,شاليه بألعاب أطفال,703,1400,11,8.1,الرياض,حي الرمال
52,2022-08-25,63,26,شاليه بمسطح اخضر  والعاب اطفال,109,1000,0,7.7,الرياض,حي الرمال
53,2022-08-31,63,26,شاليه بمسطح اخضر  والعاب اطفال,109,800,0,7.7,الرياض,حي الرمال
54,2022-09-01,63,26,شاليه بمسطح اخضر  والعاب اطفال,109,1000,0,7.7,الرياض,حي الرمال
55,2022-08-25,64,26,شاليه بصالة ومسطح اخضر,111,1000,0,7.7,الرياض,حي الرمال
56,2022-08-31,64,26,شاليه بصالة ومسطح اخضر,111,800,0,7.7,الرياض,حي الرمال
57,2022-09-01,64,26,شاليه بصالة ومسطح اخضر,111,1000,0,7.7,الرياض,حي الرمال
58,2022-08-25,83,42,شاليه بألعاب أطفال و جلسة خارجية ارضيه,401,1200,12,6.2,الرياض,حي قرطبة
59,2022-08-31,83,42,شاليه بألعاب أطفال و جلسة خارجية ارضيه,401,950,10,6.2,الرياض,حي قرطبة
60,2022-09-01,83,42,شاليه بألعاب أطفال و جلسة خارجية ارضيه,401,1200,10,6.2,الرياض,حي قرطبة
61,2022-08-25,84,42,شاليه بجلسة خارجيه ومسطح اخضر في قرطبه,402,1200,9,6.2,الرياض,حي قرطبة
62,2022-08-27,84,42,شاليه بجلسة خارجيه ومسطح اخضر في قرطبه,402,1100,10,6.2,الرياض,حي قرطبة
63,2022-08-31,84,42,شاليه بجلسة خارجيه ومسطح اخضر في قرطبه,402,950,7,6.2,الرياض,حي قرطبة
64,2022-08-25,85,42,شاليه بجلسة خارجيه وشلال ,403,1200,6,6.2,الرياض,حي قرطبة
65,2022-08-31,85,42,شاليه بجلسة خارجيه وشلال ,403,950,5,6.2,الرياض,حي قرطبة
66,2022-09-01,85,42,شاليه بجلسة خارجيه وشلال ,403,1200,5,6.2,الرياض,حي قرطبة
67,2022-08-25,86,42,شاليه بملحق خارجي ومجلس داخلي,405,1200,10,6.2,الرياض,حي قرطبة
68,2022-08-27,86,42,شاليه بملحق خارجي ومجلس داخلي,405,1100,10,6.2,الرياض,حي قرطبة
69,2022-08-31,86,42,شاليه بملحق خارجي ومجلس داخلي,405,950,7,6.2,الرياض,حي قرطبة
70,2022-09-01,86,42,شاليه بملحق خارجي ومجلس داخلي,405,1200,7,6.2,الرياض,حي قرطبة
71,2022-08-27,100,21,شاليه بجلسة خارجية و ألعاب أطفال ,201,585,2,8.1,الرياض,حي الرمال
72,2022-08-31,100,21,شاليه بجلسة خارجية و ألعاب أطفال ,201,585,1,8.1,الرياض,حي الرمال
73,2022-09-01,100,21,شاليه بجلسة خارجية و ألعاب أطفال ,201,680,1,8.1,الرياض,حي الرمال
74,2022-08-25,104,14, شاليه بألعاب أطفال ومسطح اخضر,136,1600,5,6.6,الرياض,حي القيروان
75,2022-08-27,104,14, شاليه بألعاب أطفال ومسطح اخضر,136,1400,6,6.6,الرياض,حي القيروان
76,2022-08-31,104,14, شاليه بألعاب أطفال ومسطح اخضر,136,1400,4,6.6,الرياض,حي القيروان
77,2022-09-01,104,14, شاليه بألعاب أطفال ومسطح اخضر,136,1600,5,6.6,الرياض,حي القيروان
78,2022-08-25,105,21,شاليه بجلسة خارجية ومسبح,206,720,1,8.1,الرياض,حي الرمال
79,2022-08-27,105,21,شاليه بجلسة خارجية ومسبح,206,585,2,8.1,الرياض,حي الرمال
80,2022-08-31,105,21,شاليه بجلسة خارجية ومسبح,206,585,2,8.1,الرياض,حي الرمال
81,2022-08-25,127,55,شاليه بألعاب أطفال وجلسة خارجيه,131,550,3,6.8,الرياض,حي المهدية
82,2022-08-27,127,55,شاليه بألعاب أطفال وجلسة خارجيه,131,450,4,6.8,الرياض,حي المهدية
83,2022-09-01,127,55,شاليه بألعاب أطفال وجلسة خارجيه,131,550,5,6.8,الرياض,حي المهدية
84,2022-08-31,128,55,شاليه بمسطح اخضر بدون مسبح,132,450,0,6.8,الرياض,حي المهدية
85,2022-08-25,129,55,شاليه بمجلس وطاولة طعام,133,550,0,6.8,الرياض,حي المهدية
86,2022-08-27,129,55,شاليه بمجلس وطاولة طعام,133,450,1,6.8,الرياض,حي المهدية
87,2022-09-01,129,55,شاليه بمجلس وطاولة طعام,133,550,0,6.8,الرياض,حي المهدية
88,2022-08-25,130,55,شاليه بالعاب اطفال وركن شواء,134,550,0,6.8,الرياض,حي المهدية
89,2022-08-27,130,55,شاليه بالعاب اطفال وركن شواء,134,450,0,6.8,الرياض,حي المهدية
90,2022-08-31,130,55,شاليه بالعاب اطفال وركن شواء,134,450,0,6.8,الرياض,حي المهدية
91,2022-09-01,130,55,شاليه بالعاب اطفال وركن شواء,134,550,0,6.8,الرياض,حي المهدية
92,2022-08-25,131,56,شاليه دورين ببلكونة,1,1200,9,6.9,الرياض,حي الرمال
93,2022-08-27,131,56,شاليه دورين ببلكونة,1,599,9,6.9,الرياض,حي الرمال
94,2022-08-31,131,56,شاليه دورين ببلكونة,1,599,11,6.9,الرياض,حي الرمال
95,2022-09-01,131,56,شاليه دورين ببلكونة,1,1200,14,6.9,الرياض,حي الرمال
96,2022-08-27,132,56,شاليه بمسبح وغرفتين نوم ,908,599,11,6.9,الرياض,حي الرمال
97,2022-09-01,132,56,شاليه بمسبح وغرفتين نوم ,908,1200,10,6.9,الرياض,حي الرمال
98,2022-08-27,173,78,شاليه بمسبح و جلسة خارجية,408,1800,9,7.3,الرياض,حي العارض
99,2022-08-31,173,78,شاليه بمسبح و جلسة خارجية,408,1050,7,7.3,الرياض,حي العارض
100,2022-08-25,183,78,شاليه بجلسه خارجيه والعاب مائية,409,1800,8,7.3,الرياض,حي العارض
101,2022-08-27,183,78,شاليه بجلسه خارجيه والعاب مائية,409,1800,10,7.3,الرياض,حي العارض
102,2022-08-31,183,78,شاليه بجلسه خارجيه والعاب مائية,409,1050,4,7.3,الرياض,حي العارض
103,2022-09-01,183,78,شاليه بجلسه خارجيه والعاب مائية,409,1800,4,7.3,الرياض,حي العارض
104,2022-08-25,188,86,شاليه بجلسه مطله على حديقه ,903,2000,5,8.0,الرياض,حي العارض
105,2022-08-27,188,86,شاليه بجلسه مطله على حديقه ,903,1500,6,8.0,الرياض,حي العارض
106,2022-09-01,188,86,شاليه بجلسه مطله على حديقه ,903,2000,3,8.0,الرياض,حي العارض
107,2022-08-25,189,86,شاليه بجلسه مطله على المسبح,904,2000,2,8.0,الرياض,حي العارض
108,2022-08-31,189,86,شاليه بجلسه مطله على المسبح,904,1500,3,8.0,الرياض,حي العارض
109,2022-09-01,189,86,شاليه بجلسه مطله على المسبح,904,2000,3,8.0,الرياض,حي العارض
110,2022-08-25,190,86,شاليه بجلسه مطله على حديقه ,905,2000,3,8.0,الرياض,حي العارض
111,2022-08-31,190,86,شاليه بجلسه مطله على حديقه ,905,1500,2,8.0,الرياض,حي العارض
112,2022-09-01,190,86,شاليه بجلسه مطله على حديقه ,905,2000,4,8.0,الرياض,حي العارض
113,2022-08-25,208,101,شاليه بمسطح اخضر,607,2050,7,7.3,الرياض,حي القيروان
114,2022-08-27,208,101,شاليه بمسطح اخضر,607,2050,7,7.3,الرياض,حي القيروان
115,2022-08-31,208,101,شاليه بمسطح اخضر,607,1850,2,7.3,الرياض,حي القيروان
116,2022-09-01,208,101,شاليه بمسطح اخضر,607,2050,2,7.3,الرياض,حي القيروان
117,2022-08-25,209,101,شاليه بركن شواء ,608,2050,10,7.3,الرياض,حي القيروان
118,2022-08-27,209,101,شاليه بركن شواء ,608,2050,10,7.3,الرياض,حي القيروان
119,2022-08-31,209,101,شاليه بركن شواء ,608,1850,3,7.3,الرياض,حي القيروان
120,2022-09-01,209,101,شاليه بركن شواء ,608,2050,4,7.3,الرياض,حي القيروان
121,2022-08-25,211,103,شاليه بمسطح اخضر,915,1300,0,7.5,الرياض,حي نمار
122,2022-08-27,211,103,شاليه بمسطح اخضر,915,1000,0,7.5,الرياض,حي نمار
123,2022-09-01,211,103,شاليه بمسطح اخضر,915,1300,0,7.5,الرياض,حي نمار
124,2022-08-25,212,103,شاليه بمسطح اخضر,916,1300,0,7.5,الرياض,حي نمار
125,2022-08-27,212,103,شاليه بمسطح اخضر,916,1000,0,7.5,الرياض,حي نمار
126,2022-08-31,212,103,شاليه بمسطح اخضر,916,1000,0,7.5,الرياض,حي نمار
127,2022-08-25,213,103,شاليه بمسطح اخضر,917,1300,0,7.5,الرياض,حي نمار
128,2022-08-27,213,103,شاليه بمسطح اخضر,917,1000,0,7.5,الرياض,حي نمار
129,2022-08-25,214,104,شاليه  صاله كنب وكوخ خارجي,934,900,2,7.2,الرياض,حي العارض
130,2022-08-27,214,104,شاليه  صاله كنب وكوخ خارجي,934,650,3,7.2,الرياض,حي العارض
131,2022-09-01,214,104,شاليه  صاله كنب وكوخ خارجي,934,900,2,7.2,الرياض,حي العارض
132,2022-08-27,215,104,شاليه بمجلس وجلسه خارجيه,935,1000,4,7.2,الرياض,حي العارض
133,2022-08-31,215,104,شاليه بمجلس وجلسه خارجيه,935,1000,3,7.2,الرياض,حي العارض
134,2022-09-01,215,104,شاليه بمجلس وجلسه خارجيه,935,1200,4,7.2,الرياض,حي العارض
135,2022-08-25,216,104,شاليه بصاله كنب وغرفة العاب اطفال,936,900,2,7.2,الرياض,حي العارض
136,2022-09-01,216,104,شاليه بصاله كنب وغرفة العاب اطفال,936,900,2,7.2,الرياض,حي العارض
137,2022-08-25,217,104,شاليه بألعاب أطفال ومسطح اخضر,937,800,3,7.2,الرياض,حي العارض
138,2022-08-27,217,104,شاليه بألعاب أطفال ومسطح اخضر,937,600,4,7.2,الرياض,حي العارض
139,2022-08-25,218,104,شاليه بكوخ خارجي والعاب اطفال,938,900,3,7.2,الرياض,حي العارض
140,2022-09-01,218,104,شاليه بكوخ خارجي والعاب اطفال,938,900,2,7.2,الرياض,حي العارض
141,2022-08-25,243,113,شاليه بجاكوزي ,720,1445,8,7.3,الرياض,حي القيروان
142,2022-08-27,243,113,شاليه بجاكوزي ,720,750,9,7.3,الرياض,حي القيروان
143,2022-09-01,243,113,شاليه بجاكوزي ,720,1360,7,7.2,الرياض,حي القيروان
144,2022-08-25,244,113,شاليه بجاكوزي ,182,1445,8,7.3,الرياض,حي القيروان
145,2022-08-27,244,113,شاليه بجاكوزي ,182,750,9,7.3,الرياض,حي القيروان
146,2022-08-31,245,113,شاليه بجلسة خارجية ,727,900,4,7.2,الرياض,حي القيروان
147,2022-09-01,245,113,شاليه بجلسة خارجية ,727,1520,4,7.2,الرياض,حي القيروان
148,2022-09-01,246,114,شاليه بمسطح اخضر (للعوائل),610,800,5,7.4,الرياض,حي القيروان
149,2022-08-25,247,114,شاليه بمسطح اخضر (للعوائل),611,800,10,7.4,الرياض,حي القيروان
150,2022-08-31,250,78,شاليه بجلسة خارجية ومسبح,410,1050,7,7.3,الرياض,حي العارض
151,2022-09-01,250,78,شاليه بجلسة خارجية ومسبح,410,1800,7,7.3,الرياض,حي العارض
152,2022-08-27,254,119,شاليه بركن شواء وغرفة نوم وجاكوزي,212,800,6,7.1,الرياض,حي القيروان
153,2022-08-31,254,119,شاليه بركن شواء وغرفة نوم وجاكوزي,212,800,8,7.2,الرياض,حي القيروان
154,2022-08-25,255,119,شاليه بمجلس مودرن في القيروان,213,1300,4,7.1,الرياض,حي القيروان
155,2022-08-27,255,119,شاليه بمجلس مودرن في القيروان,213,900,4,7.1,الرياض,حي القيروان
156,2022-08-31,255,119,شاليه بمجلس مودرن في القيروان,213,900,4,7.2,الرياض,حي القيروان
157,2022-09-01,255,119,شاليه بمجلس مودرن في القيروان,213,1300,4,7.2,الرياض,حي القيروان
158,2022-08-25,256,119,شاليه بمسطح اخضر وركن للشواء,214,1000,3,7.1,الرياض,حي القيروان
159,2022-08-27,256,119,شاليه بمسطح اخضر وركن للشواء,214,800,3,7.1,الرياض,حي القيروان
160,2022-08-31,256,119,شاليه بمسطح اخضر وركن للشواء,214,800,1,7.2,الرياض,حي القيروان
161,2022-09-01,257,119,شاليه بصاله وغرفة نوم في القيروان,215,1000,0,7.2,الرياض,حي القيروان
162,2022-09-01,258,119,شاليه بألعاب أطفال,216,1300,1,7.2,الرياض,حي القيروان
163,2022-08-25,259,119,شاليه بصاله وستيج مضىئ وغرفة نوم,217,1300,2,7.1,الرياض,حي القيروان
164,2022-08-27,259,119,شاليه بصاله وستيج مضىئ وغرفة نوم,217,900,4,7.1,الرياض,حي القيروان
165,2022-08-31,259,119,شاليه بصاله وستيج مضىئ وغرفة نوم,217,900,2,7.2,الرياض,حي القيروان
166,2022-09-01,259,119,شاليه بصاله وستيج مضىئ وغرفة نوم,217,1300,5,7.2,الرياض,حي القيروان
167,2022-08-25,260,119,شاليه بمجلس رئيسي وجلسة خارجية ,218,1200,4,7.1,الرياض,حي القيروان
168,2022-08-31,260,119,شاليه بمجلس رئيسي وجلسة خارجية ,218,800,7,7.2,الرياض,حي القيروان
169,2022-09-01,260,119,شاليه بمجلس رئيسي وجلسة خارجية ,218,1200,7,7.2,الرياض,حي القيروان
170,2022-08-25,309,104,شاليه بمسطح اخضر بدون مسبح,952,800,1,7.2,الرياض,حي العارض
171,2022-08-27,309,104,شاليه بمسطح اخضر بدون مسبح,952,600,3,7.2,الرياض,حي العارض
172,2022-08-31,309,104,شاليه بمسطح اخضر بدون مسبح,952,600,2,7.2,الرياض,حي العارض
173,2022-09-01,309,104,شاليه بمسطح اخضر بدون مسبح,952,800,2,7.2,الرياض,حي العارض
174,2022-08-25,310,104,شاليه بمجلس كنب وجلسة خارجيه,953,900,5,7.2,الرياض,حي العارض
175,2022-08-27,310,104,شاليه بمجلس كنب وجلسة خارجيه,953,650,7,7.2,الرياض,حي العارض
176,2022-08-31,310,104,شاليه بمجلس كنب وجلسة خارجيه,953,650,3,7.2,الرياض,حي العارض
177,2022-09-01,310,104,شاليه بمجلس كنب وجلسة خارجيه,953,900,3,7.2,الرياض,حي العارض
178,2022-08-25,311,104,شاليه بمسطح اخضر بحي الامانه,954,800,4,7.2,الرياض,حي العارض
179,2022-08-27,311,104,شاليه بمسطح اخضر بحي الامانه,954,600,5,7.2,الرياض,حي العارض
180,2022-09-01,311,104,شاليه بمسطح اخضر بحي الامانه,954,800,2,7.2,الرياض,حي العارض
181,2022-08-25,312,104,شاليه بمسطح اخضر والعاب اطفال,955,900,2,7.2,الرياض,حي العارض
182,2022-08-27,312,104,شاليه بمسطح اخضر والعاب اطفال,955,650,3,7.2,الرياض,حي العارض
183,2022-08-31,312,104,شاليه بمسطح اخضر والعاب اطفال,955,650,2,7.2,الرياض,حي العارض
184,2022-09-01,312,104,شاليه بمسطح اخضر والعاب اطفال,955,900,3,7.2,الرياض,حي العارض
185,2022-08-25,313,104,شاليه بمسطح اخضر,956,800,4,7.2,الرياض,حي العارض
186,2022-08-31,313,104,شاليه بمسطح اخضر,956,600,4,7.2,الرياض,حي العارض
187,2022-09-01,313,104,شاليه بمسطح اخضر,956,800,4,7.2,الرياض,حي العارض
188,2022-08-25,317,129,شاليه بمسبح وركن شواء ,541,950,8,8.6,الرياض,حي الرمال
189,2022-08-27,317,129,شاليه بمسبح وركن شواء ,541,850,9,8.6,الرياض,حي الرمال
190,2022-08-31,317,129,شاليه بمسبح وركن شواء ,541,850,9,8.6,الرياض,حي الرمال
191,2022-08-25,318,129,شاليه بجلسه خارجيه على مسطح اخضر,542,1050,7,8.6,الرياض,حي الرمال
192,2022-08-31,318,129,شاليه بجلسه خارجيه على مسطح اخضر,542,900,6,8.6,الرياض,حي الرمال
193,2022-09-01,318,129,شاليه بجلسه خارجيه على مسطح اخضر,542,1050,6,8.6,الرياض,حي الرمال
194,2022-08-31,319,129,شاليه بمسبح ومسطح اخضر ,543,600,2,8.6,الرياض,حي الرمال
195,2022-09-01,319,129,شاليه بمسبح ومسطح اخضر ,543,700,2,8.6,الرياض,حي الرمال
196,2022-08-31,350,138,استراحة باطلالة على الجبل ,650,1000,3,8.3,الرياض,حي ديراب
197,2022-08-25,361,144,شاليه مغربي بألعاب أطفال وموقد حطب,906,1100,2,7.0,الرياض,حي الرمال
198,2022-08-27,361,144,شاليه مغربي بألعاب أطفال وموقد حطب,906,1000,5,7.0,الرياض,حي الرمال
199,2022-09-01,361,144,شاليه مغربي بألعاب أطفال وموقد حطب,906,1100,1,7.0,الرياض,حي الرمال
200,2022-08-25,362,144,شاليه تراثي بمجلس وغرفة نوم ,907,1100,0,7.0,الرياض,حي الرمال
201,2022-08-27,362,144,شاليه تراثي بمجلس وغرفة نوم ,907,1000,3,7.0,الرياض,حي الرمال
202,2022-08-31,362,144,شاليه تراثي بمجلس وغرفة نوم ,907,1000,3,7.0,الرياض,حي الرمال
203,2022-09-01,362,144,شاليه تراثي بمجلس وغرفة نوم ,907,1100,3,7.0,الرياض,حي الرمال
204,2022-09-01,363,144,شاليه مغربي بمسطح اخضر,908,1100,1,7.0,الرياض,حي الرمال
205,2022-08-25,364,144,شاليه تراثي بألعاب أطفال,909,1100,0,7.0,الرياض,حي الرمال
206,2022-08-27,364,144,شاليه تراثي بألعاب أطفال,909,1000,1,7.0,الرياض,حي الرمال
207,2022-08-31,364,144,شاليه تراثي بألعاب أطفال,909,1000,1,7.0,الرياض,حي الرمال
208,2022-08-31,366,145,شاليه بمجلس رئيسي وجلسة خارجية ,812,500,2,7.4,الرياض,حي المهدية
209,2022-09-01,366,145,شاليه بمجلس رئيسي وجلسة خارجية ,812,600,2,7.4,الرياض,حي المهدية
210,2022-08-25,367,145,شاليه في المهدية ,813,600,3,7.4,الرياض,حي المهدية
211,2022-08-27,367,145,شاليه في المهدية ,813,600,5,7.4,الرياض,حي المهدية
212,2022-08-31,367,145,شاليه في المهدية ,813,500,4,7.4,الرياض,حي المهدية
213,2022-08-25,368,146,شاليه بصاله مع مطبخ وغرفة نوم ,814,850,0,7.6,الرياض,الدرعية
214,2022-08-27,368,146,شاليه بصاله مع مطبخ وغرفة نوم ,814,750,0,7.6,الرياض,الدرعية
215,2022-09-01,368,146,شاليه بصاله مع مطبخ وغرفة نوم ,814,850,0,7.6,الرياض,الدرعية
216,2022-08-25,369,146,شاليه بمجلس وغرفة نوم في الدرعيه,815,850,2,7.6,الرياض,الدرعية
217,2022-08-27,369,146,شاليه بمجلس وغرفة نوم في الدرعيه,815,750,4,7.6,الرياض,الدرعية
218,2022-08-31,369,146,شاليه بمجلس وغرفة نوم في الدرعيه,815,650,3,7.6,الرياض,الدرعية
219,2022-08-25,370,146,شاليه بمسطح اخضر ومجلس داخلي,816,850,4,7.6,الرياض,الدرعية
220,2022-08-27,370,146,شاليه بمسطح اخضر ومجلس داخلي,816,750,5,7.6,الرياض,الدرعية
221,2022-08-31,370,146,شاليه بمسطح اخضر ومجلس داخلي,816,650,5,7.6,الرياض,الدرعية
222,2022-09-01,370,146,شاليه بمسطح اخضر ومجلس داخلي,816,850,6,7.6,الرياض,الدرعية
223,2022-08-25,371,147,شاليه بمسبح وألعاب مائية,411,550,10,8.8,الرياض,حي ضاحية نمار
224,2022-08-31,371,147,شاليه بمسبح وألعاب مائية,411,350,11,8.8,الرياض,حي ضاحية نمار
225,2022-08-25,409,167,شاليه بمسطح اخضر,417,1500,4,7.5,الرياض,حي العارض
226,2022-08-31,409,167,شاليه بمسطح اخضر,417,1400,4,7.5,الرياض,حي العارض
227,2022-09-01,409,167,شاليه بمسطح اخضر,417,1500,5,7.5,الرياض,حي العارض
228,2022-08-27,411,167,شاليه بمسطح اخضر,419,1200,5,7.5,الرياض,حي العارض
229,2022-08-31,411,167,شاليه بمسطح اخضر,419,1200,3,7.5,الرياض,حي العارض
230,2022-09-01,411,167,شاليه بمسطح اخضر,419,1400,4,7.5,الرياض,حي العارض
231,2022-08-27,414,169,شاليه بجلسة خارجية مطلة على المسبح ,222,1750,10,8.0,الرياض,حي القيروان
232,2022-08-31,414,169,شاليه بجلسة خارجية مطلة على المسبح ,222,1650,5,8.0,الرياض,حي القيروان
233,2022-08-25,415,169,شاليه بمسطح اخضر وجلسة خارجية ,223,2050,8,8.0,الرياض,حي القيروان
234,2022-09-01,415,169,شاليه بمسطح اخضر وجلسة خارجية ,223,2050,4,8.0,الرياض,حي القيروان
235,2022-08-27,416,169,شاليه عائلي بمسبح داخلي (حاجز),5613,1750,12,8.0,الرياض,حي القيروان
236,2022-08-31,416,169,شاليه عائلي بمسبح داخلي (حاجز),5613,1650,4,8.0,الرياض,حي القيروان
237,2022-08-25,421,173,شاليه بألعاب أطفال,622,1050,1,8.7,الرياض,حي العارض
238,2022-08-27,421,173,شاليه بألعاب أطفال,622,950,2,8.7,الرياض,حي العارض
239,2022-08-31,421,173,شاليه بألعاب أطفال,622,950,3,8.7,الرياض,حي العارض
240,2022-09-01,421,173,شاليه بألعاب أطفال,622,1050,3,8.7,الرياض,حي العارض
241,2022-08-25,422,173,شاليه بمسطح اخضر,623,1050,1,8.7,الرياض,حي العارض
242,2022-08-27,422,173,شاليه بمسطح اخضر,623,950,1,8.7,الرياض,حي العارض
243,2022-09-01,422,173,شاليه بمسطح اخضر,623,1050,1,8.7,الرياض,حي العارض
244,2022-08-25,430,176,شاليه بمجلس وألعاب أطفال,721,900,4,7.9,الرياض,حي بنبان
245,2022-08-27,430,176,شاليه بمجلس وألعاب أطفال,721,550,5,7.9,الرياض,حي بنبان
246,2022-08-31,430,176,شاليه بمجلس وألعاب أطفال,721,490,3,7.9,الرياض,حي بنبان
247,2022-08-25,431,176,شاليه بمجلس داخلي وملحق خارجي,722,900,6,7.9,الرياض,حي بنبان
248,2022-08-31,431,176,شاليه بمجلس داخلي وملحق خارجي,722,490,3,7.9,الرياض,حي بنبان
249,2022-09-01,431,176,شاليه بمجلس داخلي وملحق خارجي,722,900,3,7.9,الرياض,حي بنبان
250,2022-08-25,432,176,شاليه بمجلس داخلي وركن للشواء,723,690,3,7.9,الرياض,حي بنبان
251,2022-08-27,432,176,شاليه بمجلس داخلي وركن للشواء,723,550,3,7.9,الرياض,حي بنبان
252,2022-08-31,432,176,شاليه بمجلس داخلي وركن للشواء,723,490,3,7.9,الرياض,حي بنبان
253,2022-09-01,432,176,شاليه بمجلس داخلي وركن للشواء,723,690,3,7.9,الرياض,حي بنبان
